orderCode,lane,customer,pickZipCode,dropZipCode,startMarket,endMarket,shipmentStatus,revenue,cost,profit,deliveredDate
"P-105775-2611","LAX → MIA","FreightCenter Inc","91010","33138","LAX","MIA","Complete",352.69,407.84,-55.15,"2026-03-25"
"P-72402-2612","ORD → ORD","FreightCenter Inc","60007","60616","ORD","ORD","Complete",118.14,73.45,44.69,"2026-03-25"
"P-23899-2612","CVG → RDU","Priority1","41018","27510","CVG","RDU","Complete",212.89,188.57,24.32,"2026-03-25"
"P-47776-2612","LAX → LAX","DrayEasy","91752","92626","LAX","LAX","Complete",252.96,206.32,46.64,"2026-03-25"
"P-100371-2612","DFW → DFW","Back to the Roots, Inc","75050","76087","DFW","DFW","Complete",118.44,102.8,15.64,"2026-03-25"
"P-126291-2611","EWR → EWR","Armstrong Transport Group","19446","18976","EWR","EWR","Complete",168.27,166.42,1.85,"2026-03-25"
"P-114385-2611","GSO → AUS","Logistics Freight Solutions Inc dba Primo","27410","78650","GSO","AUS","Complete",259.25,314.07,-54.82,"2026-03-25"
"P-136083-2611","SFO → SEA","Gopuff","94806","98004","SFO","SEA","Complete",120,54.95,65.05,"2026-03-25"
"P-149143-2611","LAX → TPA","Worldwide Express","91761","33629","LAX","TPA","Complete",306.2,399.25,-93.05,"2026-03-25"
"P-65187-2611","LAX → TPA","Worldwide Express","91761","33810","LAX","TPA","Complete",306.2,360.38,-54.18,"2026-03-25"
"P-148728-2611","LAX → DEN","Priority1","91748","80465","LAX","DEN","Complete",291.17,350.34,-59.17,"2026-03-25"
"P-196201-2612","","Back to the Roots, Inc","","90021","","LAX","Complete",0,0,0,"2026-03-25"
"P-62646-2612","ORD → GSO","Source Alliance","60641","27101","ORD","GSO","Complete",271.2,182.59,88.61,"2026-03-25"
"P-20758-2612","EWR → EWR","Priority1","18052","07003","EWR","EWR","Complete",164.34,149.62,14.72,"2026-03-25"
"P-33918-2612","IAD → IAD","Back to the Roots, Inc","22079","25413","IAD","IAD","Complete",105,101.56,3.44,"2026-03-25"
"P-133029-2612","PNS → PNS","Back to the Roots, Inc","32505","32435","PNS","PNS","Complete",136,178.04,-42.04,"2026-03-25"
"P-172632-2610","MDT → EWR","eShipping - Sunlighten Saunas","17109","08751","MDT","EWR","Complete",230,139.56,90.44,"2026-03-25"
"P-129929-2610","LAX → SLC","Worldwide Express","91730","84003","LAX","SLC","Complete",180,189.51,-9.51,"2026-03-25"
"P-196119-2612","","Back to the Roots, Inc","","85353","","PHX","Complete",0,0,0,"2026-03-25"
"P-108654-2612","ORD → ORD","Back to the Roots, Inc","60106","61072-2705","ORD","ORD","Complete",133.92,151.23,-17.31,"2026-03-25"
"P-109738-2612","PIT → CLE","Back to the Roots, Inc","15086","44720","PIT","CLE","Complete",291.18,285.73,5.45,"2026-03-25"
"P-97282-2612","EWR → EWR","GLB Trucking LLC dba GLB Solutions","10457","18344","EWR","EWR","Complete",137.27,92.29,44.98,"2026-03-25"
"P-70574-2612","PNS → MOB","Back to the Roots, Inc","32505","36530","PNS","MOB","Complete",62,150,-88,"2026-03-25"
"P-117175-2611","LAX → CMH","Worldwide Express","92708","43214","LAX","CMH","Complete",273.84,314.28,-40.44,"2026-03-25"
"P-67971-2611","ATL → MIA","Priority1","30518","33309","ATL","MIA","Complete",360,209.08,150.92,"2026-03-25"
"P-99903-2612","BNA → BNA","Back to the Roots, Inc","37217","37043","BNA","BNA","Complete",99,80.73,18.27,"2026-03-25"
"P-193152-2612","","Back to the Roots, Inc","","32824","","MCO","Complete",0,0,0,"2026-03-25"
"P-111341-2612","LAX → LAX","Worldwide Express","90292","90048","LAX","LAX","Complete",220,148.47,71.53,"2026-03-25"
"P-136766-2611","SFO → SEA","Gopuff","94806","98107","SFO","SEA","Complete",120,34.8,85.2,"2026-03-25"
"P-16086-2612","BNA → EWR","Margin Freight Services LLC","37189","19142","BNA","EWR","Complete",304.38,303.02,1.36,"2026-03-25"
"P-109553-2612","EWR → EWR","Back to the Roots, Inc","07036","08724","EWR","EWR","Complete",202.27,175.55,26.72,"2026-03-25"
"P-105083-2608","IND → STL","Back to the Roots, Inc","46241","62649","IND","STL","Complete",219.02,229.83,-10.81,"2026-03-25"
"P-64892-2611","PHX → BWI","California Freight Sales","85034","21117","PHX","BWI","Complete",395,337.35,57.65,"2026-03-25"
"P-118691-2610","EWR → GSP","B-Stock Solutions Inc","07036","29671","EWR","GSP","Complete",390.6,248.36,142.24,"2026-03-25"
"P-136299-2611","SFO → SEA","Gopuff","94806","98052","SFO","SEA","Complete",60,27.74,32.26,"2026-03-25"
"P-22534-2611","BDL → SEA","Armstrong Transport Group","06385","98335","BDL","SEA","Complete",332.15,405.59,-73.44,"2026-03-25"
"P-101602-2612","BNA → BNA","Back to the Roots, Inc","37217","37129","BNA","BNA","Complete",190,252.06,-62.06,"2026-03-25"
"P-121976-2611","PDX → DFW","Priority1","98665","75063","PDX","DFW","Complete",250.24,284.62,-34.38,"2026-03-25"
"P-17622-2612","SFO → PHX","Gopuff","94806","85032","SFO","PHX","Complete",275,210.37,64.63,"2026-03-25"
"P-132328-2612","SAT → AUS","Back to the Roots, Inc","78218","78611-2133","SAT","AUS","Complete",176,200,-24,"2026-03-25"
"P-67325-2612","IAH → IAH","Worldwide Express","77523","77346","IAH","IAH","Complete",100,95.28,4.72,"2026-03-25"
"P-114444-2611","LAX → SLC","Priority1","92376","84025","LAX","SLC","Complete",280.76,169.31,111.45,"2026-03-25"
"P-126027-2611","LAX → MIA","InXpress LLC","90040","33327","LAX","MIA","Complete",366.32,412.46,-46.14,"2026-03-25"
"P-103322-2612","MCI → DSM","Back to the Roots, Inc","64111","50266","MCI","DSM","Complete",218.69,208.28,10.41,"2026-03-25"
"P-109166-2612","ORD → STL","Back to the Roots, Inc","60106","61550-2173","ORD","STL","Complete",264.41,251.82,12.59,"2026-03-25"
"P-102437-2612","PIT → PIT","Back to the Roots, Inc","15086","15632","PIT","PIT","Complete",75,137.89,-62.89,"2026-03-25"
"P-144489-2611","EWR → EWR","Back to the Roots, Inc","07036","08742","EWR","EWR","Complete",69,49.81,19.19,"2026-03-25"
"P-99046-2612","RDU → GSO","Back to the Roots, Inc","27703","27288","RDU","GSO","Complete",178.24,98.52,79.72,"2026-03-25"
"P-64961-2612","EWR → PDX","Priority1","07606","97305","EWR","PDX","Complete",289.41,462.51,-173.1,"2026-03-25"
"P-101154-2612","CLT → CAE","Back to the Roots, Inc","28273","29153","CLT","CAE","Complete",174,131,43,"2026-03-25"
"P-129966-2611","GSO → DFW","Worldwide Express","27041","76116","GSO","DFW","Complete",222.16,325.54,-103.38,"2026-03-25"
"P-140725-2611","LAX → EWR","Worldwide Express","90605","11211","LAX","EWR","Complete",790,790.22,-0.22,"2026-03-25"
"P-137823-2611","MIA → EWR","Worldwide Express","33167","07512","MIA","EWR","Complete",232.4,200.7,31.7,"2026-03-25"
"P-67699-2612","SFO → LAX","Worldwide Express","95050","92373","SFO","LAX","Complete",170,408.05,-238.05,"2026-03-25"
"P-118038-2611","SFO → PHX","Gopuff","94806","85254","SFO","PHX","Complete",165,173.46,-8.46,"2026-03-25"
"P-75461-2612","SEA → SEA","Altitude Logistics, Inc","98371","98109","SEA","SEA","Complete",204.39,153.01,51.38,"2026-03-25"
"P-132834-2610","DEN → DEN","Back to the Roots, Inc","80239","80524","DEN","DEN","Complete",103,88.9,14.1,"2026-03-25"
"P-19277-2609","CMH → LAX","Aritzia (United States of Aritzia)","43125","90021","CMH","LAX","Complete",3750,4444.95,-694.95,"2026-03-25"
"P-129403-2612","DFW → DFW","Back to the Roots, Inc","75050","75022","DFW","DFW","Complete",118.14,53.9,64.24,"2026-03-25"
"P-125226-2610","IND → SFO","Worldwide Express","46112","95124","IND","SFO","Complete",307,512.32,-205.32,"2026-03-25"
"P-112405-2612","LAX → SMF","Worldwide Express","92843","95757","LAX","SMF","Complete",165,197.74,-32.74,"2026-03-25"
"P-147386-2611","PDX → ORD","Imperfect Foods","97211","60164","PDX","ORD","Complete",341,271.9,69.1,"2026-03-25"
"P-35088-2611","EWR → ORD","Imperfect Foods","10457","60164","EWR","ORD","Complete",448.76,256.47,192.3,"2026-03-25"
"P-138949-2610","PDX → ORD","Imperfect Foods","97202","60164","PDX","ORD","Complete",239.8,249.19,-9.39,"2026-03-25"
"P-36612-2612","STL → LAX","Priority1","63090","90746","STL","LAX","Complete",500,346.08,153.92,"2026-03-25"
"P-136803-2611","SFO → SEA","Gopuff","94806","98409","SFO","SEA","Complete",60,86.86,-26.86,"2026-03-25"
"P-118228-2611","SFO → PHX","Gopuff","94806","86004","SFO","PHX","Complete",960,269.6,690.4,"2026-03-25"
"P-148765-2611","ORD → EWR","Worldwide Express","60160","19107","ORD","EWR","Complete",204.88,171.46,33.42,"2026-03-25"
"P-132646-2612","PNS → PNS","Back to the Roots, Inc","32505","32433","PNS","PNS","Complete",119,171.96,-52.96,"2026-03-25"
"P-72056-2612","IAD → IAD","Back to the Roots, Inc","22079","22182-5216","IAD","IAD","Complete",118.14,78.07,40.07,"2026-03-25"
"P-130281-2612","SLC → SLC","Back to the Roots, Inc","84119","84020","SLC","SLC","Complete",201.75,80.73,121.02,"2026-03-25"
"P-146631-2611","DEN → DEN","Back to the Roots, Inc","80239","80223-4413","DEN","DEN","Complete",40,93.7,-53.7,"2026-03-25"
"P-152682-2610","DFW → MIA","Worldwide Express","75211","33312","DFW","MIA","Complete",216,147.89,68.11,"2026-03-25"
"P-105221-2612","ORD → ORD","Back to the Roots, Inc","60106","61114","ORD","ORD","Complete",122.07,145.81,-23.74,"2026-03-25"
"P-74834-2612","LAX → SLC","Worldwide Express","91605","84042","LAX","SLC","Complete",265,305.7,-40.7,"2026-03-25"
"P-148685-2611","LAX → SLC","Worldwide Express","91605","84042","LAX","SLC","Complete",180,263.69,-83.69,"2026-03-25"
"P-29424-2612","DFW → HSV","Worldwide Express","76117","35750","DFW","HSV","Complete",221,243.21,-22.21,"2026-03-25"
"P-142752-2611","LAX → MIA","Worldwide Express","92704","33441","LAX","MIA","Complete",291.2,420.96,-129.76,"2026-03-25"
"P-0025-2612","DFW → EWR","Allure International Group Inc.","75229","11040","DFW","EWR","Complete",330.36,220.4,109.96,"2026-03-25"
"P-113665-2611","MSP → TPA","Priority1","55430","34613","MSP","TPA","Complete",972.68,683.97,288.71,"2026-03-25"
"P-24782-2610","LAX → LAX","Back to the Roots, Inc","90021","92602-1890","LAX","LAX","Complete",791.82,518.23,273.6,"2026-03-25"
"P-77182-2612","ATL → CMH","ClearJet","30542","43219","ATL","CMH","Complete",658.79,676.54,-17.75,"2026-03-25"
"P-112954-2612","LAX → SFO","Worldwide Express","91761","95128","LAX","SFO","Complete",180,182.89,-2.89,"2026-03-25"
"P-121247-2612","EWR → EWR","Priority1","08902","18360","EWR","EWR","Complete",114.57,190.26,-75.69,"2026-03-25"
"P-18489-2612","SFO → LAX","Gopuff (Bevmo!)","94806","90036","SFO","LAX","Complete",165,96.95,68.05,"2026-03-25"
"P-121224-2611","IAH → LAX","Worldwide Express","77375","92501","IAH","LAX","Complete",187.22,337.87,-150.65,"2026-03-25"
"P-74031-2612","BDL → EWR","DoorDash","06042","07201","BDL","EWR","Complete",275,234.12,40.88,"2026-03-25"
"P-71417-2612","BOS → EWR","DoorDash","01843","07201","BOS","EWR","Complete",275,290.88,-15.88,"2026-03-25"
"P-101042-2611","MEM → TYS","Back to the Roots, Inc","38141","37879","MEM","TYS","Complete",268.73,429.58,-160.85,"2026-03-25"
"P-128847-2611","LAX → PDX","CubeDash","90001","97211","LAX","PDX","Complete",215.74,284.64,-68.9,"2026-03-25"
"P-35254-2612","IAD → BWI","Back to the Roots, Inc","22079","21740","IAD","BWI","Complete",114,103.55,10.45,"2026-03-25"
"P-95133-2611","LAX → SAN","Back to the Roots, Inc","90021","92019","LAX","SAN","Complete",189,150.03,38.97,"2026-03-25"
"P-63321-2611","ORD → EWR","Landstar Global Logistics","60661","10001","ORD","EWR","Complete",239,132.59,106.41,"2026-03-25"
"P-126626-2611","LAX → MIA","Worldwide Express","91744","33027","LAX","MIA","Complete",291.2,405.39,-114.19,"2026-03-25"
"P-117355-2611","SFO → PHX","Gopuff","94806","85395","SFO","PHX","Complete",110,50.29,59.71,"2026-03-25"
"P-123818-2610","EWR → DAY","Worldwide Express","08817","45424","EWR","DAY","Complete",196.44,107.09,89.35,"2026-03-25"
"P-143892-2611","SDF → DFW","Worldwide Express","40258","76117","SDF","DFW","Complete",212.96,270.36,-57.4,"2026-03-25"
"P-87795-2611","LAX → SDF","Priority1","91311","47129","LAX","SDF","Complete",273.24,280.92,-7.68,"2026-03-25"
"P-193272-2612","","Back to the Roots, Inc","","77055","","IAH","Complete",0,0,0,"2026-03-25"
"P-109357-2610","BNA → STL","Back to the Roots, Inc","37217","62943","BNA","STL","Complete",154.62,162.24,-7.62,"2026-03-25"
"P-26872-2612","MIA → BWI","Worldwide Express","33178","20877","MIA","BWI","Complete",234.84,166.01,68.83,"2026-03-25"
"P-22893-2611","EWR → GSO","Worldwide Express","07430","27406","EWR","GSO","Complete",211.8,168,43.8,"2026-03-25"
"P-143495-2611","LAX → SLC","Worldwide Express","90058","84020","LAX","SLC","Complete",180,250.38,-70.38,"2026-03-25"
"P-18251-2612","SFO → PHX","Gopuff","94806","85012","SFO","PHX","Complete",220,201.28,18.72,"2026-03-25"
"P-141073-2611","SDF → IAH","Blue Grace Logistics","47130","77433","SDF","IAH","Complete",232.34,213.4,18.94,"2026-03-25"
"P-123332-2611","DEN → DEN","Back to the Roots, Inc","80239","80524","DEN","DEN","Complete",105,89.12,15.88,"2026-03-25"
"P-114541-2611","LAX → SEA","Priority1","91768","98007","LAX","SEA","Complete",225.22,275.91,-50.69,"2026-03-25"
"P-90375-2611","CLT → EWR","FreightCenter Inc","29536","11231","CLT","EWR","Complete",321.51,220.69,100.82,"2026-03-25"
"P-113706-2611","EWR → ATL","Worldwide Express","08837","30016","EWR","ATL","Complete",211.8,243.34,-31.54,"2026-03-25"
"P-118409-2612","SEA → SEA","Worldwide Express","98108","98421","SEA","SEA","Complete",110,156.04,-46.04,"2026-03-25"
"P-56573-2612","TPA → CLT","Priority1","33605","28054","TPA","CLT","Complete",224.85,211.85,13,"2026-03-25"
"P-79945-2612","LAX → SLC","Priority1","91605","84062","LAX","SLC","Complete",267.15,251.65,15.5,"2026-03-25"
"P-65505-2612","ORD → CLT","Worldwide Express","60188","29732","ORD","CLT","Complete",232.53,202.77,29.76,"2026-03-25"
"P-62206-2611","ATL → BWI","Worldwide Express","30071","21054","ATL","BWI","Complete",255.2,228.11,27.09,"2026-03-25"
"P-109461-2612","EWR → EWR","Back to the Roots, Inc","07036","07751","EWR","EWR","Complete",118.14,80.39,37.75,"2026-03-25"
"P-31129-2612","EWR → EWR","B-Stock Solutions Inc","07702","18951","EWR","EWR","Complete",125.42,144.74,-19.32,"2026-03-25"
"P-31779-2612","EWR → EWR","B-Stock Solutions Inc","07702","18951","EWR","EWR","Complete",151,144.74,6.26,"2026-03-25"
"P-127044-2611","MCO → PHX","Armstrong Transport Group","32720","85212","MCO","PHX","Complete",373.18,323.58,49.6,"2026-03-25"
"P-103208-2612","MCI → STL","Back to the Roots, Inc","64111","65270","MCI","STL","Complete",220,215,5,"2026-03-25"
"P-134565-2611","DFW → EWR","Worldwide Express","76177","11434","DFW","EWR","Complete",290,219.85,70.15,"2026-03-25"
"P-134451-2611","DFW → EWR","Worldwide Express","76177","11434","DFW","EWR","Complete",290,219.85,70.15,"2026-03-25"
"P-172712-2610","MDT → EWR","eShipping - Sunlighten Saunas","17109","07757","MDT","EWR","Complete",230,53.33,176.67,"2026-03-25"
"P-128265-2611","LAX → SLC","Worldwide Express","90680","84020","LAX","SLC","Complete",180,187.88,-7.88,"2026-03-25"
"P-130706-2612","SFO → SMF","Back to the Roots, Inc","95131","95206","SFO","SMF","Complete",1638.63,169.66,1468.97,"2026-03-25"
"P-134683-2611","CVG → EWR","Worldwide Express","45040","07083","CVG","EWR","Complete",199,202.71,-3.71,"2026-03-25"
"P-24389-2610","BNA → BNA","Back to the Roots, Inc","37217","42001","BNA","BNA","Complete",128.95,133.48,-4.53,"2026-03-25"
"P-131987-2611","LAX → MIA","Priority1","92376","33462","LAX","MIA","Complete",374.85,434.22,-59.37,"2026-03-25"
"P-170345-2610","EWR → GSP","Armstrong Transport Group","19446","29605","EWR","GSP","Complete",230.8,184.66,46.14,"2026-03-25"
"P-17714-2612","SFO → PHX","Gopuff","94806","85257","SFO","PHX","Complete",385,226.54,158.46,"2026-03-25"
"P-29998-2612","IND → HSV","Worldwide Express","46268","35756","IND","HSV","Complete",251.68,216.52,35.16,"2026-03-25"
"P-17397-2612","SFO → PHX","Gopuff","94806","85210","SFO","PHX","Complete",220,104.94,115.06,"2026-03-25"
"P-92874-2612","LAX → SMF","Worldwide Express","91761","95828","LAX","SMF","Complete",165,221.29,-56.29,"2026-03-25"
"P-17469-2612","SFO → LAX","Gopuff (Bevmo!)","94806","91362","SFO","LAX","Complete",210,122.31,87.69,"2026-03-25"
"P-19623-2612","SFO → LAX","Gopuff (Bevmo!)","94806","91362","SFO","LAX","Complete",70,61.15,8.85,"2026-03-25"
"P-102902-2612","ORD → ORD","Back to the Roots, Inc","60106","61010","ORD","ORD","Complete",133.92,152.97,-19.05,"2026-03-25"
"P-129758-2612","MSP → MSP","Back to the Roots, Inc","55121","56310","MSP","MSP","Complete",288.72,271.72,17,"2026-03-25"
"P-105921-2612","PIT → PIT","Back to the Roots, Inc","15086","15275","PIT","PIT","Complete",60,131.38,-71.38,"2026-03-25"
"P-61324-2612","SFO → RNO","Gopuff (Bevmo!)","94806","96150","SFO","RNO","Complete",400,125,275,"2026-03-25"
"P-61595-2612","SFO → RNO","Gopuff (Bevmo!)","94806","96150","SFO","RNO","Complete",1200,375,825,"2026-03-25"
"P-139596-2611","LAX → MIA","Worldwide Express","90248","33169","LAX","MIA","Complete",582.4,812.64,-230.24,"2026-03-25"
"P-116816-2612","LAX → SFO","Worldwide Express","91730","95112","LAX","SFO","Complete",180,183.33,-3.33,"2026-03-25"
"P-136256-2611","SFO → SEA","Gopuff","94806","98105","SFO","SEA","Complete",120,34.82,85.18,"2026-03-25"
"P-128916-2611","LAX → MIA","Worldwide Express","92618","33166","LAX","MIA","Complete",291.2,428.05,-136.85,"2026-03-25"
"P-136862-2611","LAX → MIA","Priority1","92704","33014","LAX","MIA","Complete",692.86,832.44,-139.58,"2026-03-25"
"P-63945-2612","CMH → ORD","Worldwide Express","43004","60185","CMH","ORD","Complete",125,213.86,-88.86,"2026-03-25"
"P-168245-2610","LAX → BHM","XGENAUTO","90032","35006","LAX","BHM","Complete",372.1,521.76,-149.66,"2026-03-25"
"P-131595-2611","LAX → MCO","Worldwide Express","91311","32824","LAX","MCO","Complete",319.8,455.69,-135.89,"2026-03-25"
"P-0042-2612","MKE → ORD","Portever Shipping","53156","60007","MKE","ORD","Complete",167.23,139.36,27.87,"2026-03-25"
"P-36295-2612","LAX → SEA","Priority1","91745","98006","LAX","SEA","Complete",212.86,241.58,-28.72,"2026-03-25"
"P-85181-2612","EWR → EWR","Gopuff","08003","18018","EWR","EWR","Complete",800,0,800,"2026-03-25"
"P-33353-2612","IAD → BWI","Back to the Roots, Inc","22079","21755-9239","IAD","BWI","Complete",92,98.95,-6.95,"2026-03-25"
"P-147312-2611","TPA → DAY","Priority1","33771","45504","TPA","DAY","Complete",251.75,218.28,33.47,"2026-03-25"
"P-16976-2612","LAX → SAN","Worldwide Express","92337","92154","LAX","SAN","Complete",120,141.22,-21.22,"2026-03-25"
"P-109341-2612","EWR → EWR","Back to the Roots, Inc","07036","07751","EWR","EWR","Complete",118.14,81.03,37.11,"2026-03-25"
"P-136961-2611","DFW → TPA","Priority1","75071","33618","DFW","TPA","Complete",251.93,137.68,114.25,"2026-03-25"
"P-141261-2611","IAH → LAX","Worldwide Express","77024","92692","IAH","LAX","Complete",187.22,349.93,-162.71,"2026-03-25"
"P-193479-2612","","Back to the Roots, Inc","","80239","","DEN","Complete",0,0,0,"2026-03-25"
"P-142127-2611","ORD → EWR","Worldwide Express","60076","11220","ORD","EWR","Complete",409.76,379.08,30.68,"2026-03-25"
"P-129465-2612","IND → IND","Back to the Roots, Inc","46241","46236","IND","IND","Complete",118.14,125,-6.86,"2026-03-25"
"P-59261-2612","EWR → EWR","Loadsmart Inc.","07608","07503","EWR","EWR","Complete",110.64,150.8,-40.16,"2026-03-25"
"P-110784-2612","BUF → SYR","Back to the Roots, Inc","14206","13323","BUF","SYR","Complete",178.08,0,178.08,"2026-03-25"
